Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Script for Bulut Altyapı ve Veri Saklama Teknolojileri (3),N/A,12802678 -,Execute Script,Yes,No,PGARKKBHDS01,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",18:00,,Always,,,,,,,,,C:\Scripts\12802678\snap_deneme_v2.ps1,,,,,,
Advanced Policy,Script for Güvenlik Teknolojileri ve Yönetişim,N/A,12784585-,Execute Script,No,No,PGARAPPGVC01,,,,,Manually,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",11:30,,Always,,,,,,,,,C:\Scripts\run_celery_prod.bat,,,,,,
Advanced Policy,Script for Güvenlik Teknolojileri ve Yönetişim (1),N/A,12661858,Execute Script,No,No,PGARAPPGVC01,,,,,Manually,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",11:30,,Always,,,,,,,,,C:\Scripts\run_celery_test.bat,,,,,,
Advanced Policy,Script Policy for GT KG-Kurumsal Altyapılar Güvenliği,N/A,12889999,Execute Script,Yes,No,PGARAPPKKO02,,,,,Now,,,Mon,02:00,,Always,,,,,,,,,\\gbnas02\gtsunucuortakalan\IAMPro_Application_Shared\auto-mail\mail.cmd,,,,,,
Advanced Policy,Script for GT KG-Güvenlik Teknolojileri ve Yönetişim,N/A,13007331-13765949,Execute Script,Yes,No,PGARAPPGVC01,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",08:00,,Always,,,,,,,,,C:\Scripts\13007331\bug_density_test_prod.bat,,,,,,
Advanced Policy,Script for Güvenlik Teknolojileri ve Yönetişim (2),N/A,13007331,Execute Script,Yes,No,PGARAPPGVC01,,,,,Now,,,Fri,20:00,,Always,,,,,,,,,C:\Scripts\13007331\kri_test_prod.bat,,,,,,
Advanced Policy,Script for Güvenlik Teknolojileri ve Yönetişim (3),N/A,13007331,Execute Script,Yes,No,PGARAPPGVC01,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",18:00,,Always,,,,,,,,,C:\Scripts\13007331\quality_gate_test_prod.bat,,,,,,
Advanced Policy,Script for Kurumsal Altyapılar Güvenliği (1),N/A,13127049-,Execute Script,Yes,No,PGARAPPPGA01,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",07:00,,Always,,,,,,,,,C:\Scripts\13127049\fortinetIPS.bat,,,,,,
CPrivilegeTheftPolicy,Azure CLI Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Pass The Ticket Attack,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Credential Theft from WinLogon Automation,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Total Commander Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Putty Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Okta AD Agent Tamper Protection,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Opera Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,DbVisualizer Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Tortoise SVN Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Git Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Composer Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Credential Theft From Active Directory Database (NTDS.DIT),N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Open VPN Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,"Suspicious Request to set  ""Always Install Elevated"" mode",N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,KeePass - Password Manager,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,VMware Workstation Credential Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,mRemoteNG Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,CheckPoint Endpoint Security VPN Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,TeamViewer Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Remote Desktop Connection Manager Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,LogMeIn Pro Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Suspected Path Rename of Credentials Store Locations,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Suspicious Request To Boot In Safe Mode,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Suspicious Request To Boot In Debug Mode,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Suspicious Request To Boot In Test-Signing Mode,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,FileZilla Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Toad For Oracle Database Client Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,SQL Server Management Studio Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,DashLane Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,LSASS Credentials Harvesting,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,SAM Hash Harvesting,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Credential Theft From Windows Credential Manager,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Domain Credential Theft From Local Cache,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Credential Theft From Service Account,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,WinSCP Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,VNC Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Microsoft Internet Explorer and Edge Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Chrome Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Firefox Credentials Theft,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Suspected Registry Dump,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
Advanced Policy,Commvault Policy,N/A,,Execute Script,Yes,No,PGARAPPCVC05,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",10:00,,Always,,,,,,,,,C:\Users\RamazanOkum1\Desktop\EdgeOwnerCounter.ps1,,,,,,
Advanced Policy,Commvault Policy(16:00),N/A,,Execute Script,Yes,No,PGARAPPCVC05,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",16:00,,Always,,,,,,,,,C:\Users\RamazanOkum1\Desktop\EdgeOwnerCounter.ps1,,,,,,
Advanced Policy,WindowsServisKurulum,N/A,7230195,Execute Script,Yes,No,PGARAPPDPL05,,,,,Now,,,,,,Always,,,,,,,,,\\gbnas02\gtsunucuortakalan\IAMPro_Application_Shared\WindowsServisKurulum.cmd,,,,,,
Advanced Policy,Scirpt for USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri_kakao,N/A,7242468,Execute Script,No,No,,,,,,Manually,,,,,,Always,,,,,,,,,C:\Scripts\Scripts\scheduler-kakao.cmd,On user logoff,,,,,
Advanced Policy,Scirpt for USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri_vwas,N/A,7242468,Execute Script,No,No,,,,,,Manually,,,,,,Always,,,,,,,,,C:\Scripts\Scripts\scheduler-vwas.cmd,,,,,,
Advanced Policy,Execute Script - Kakao,N/A,7242468-9439619,Execute Script,Yes,No,,,,,,Now,,,"Mon,Wed,Fri",23:00,,Always,,,,,,,,,C:\Scripts\Scripts\scheduler-kakao.cmd,,,,,,
Advanced Policy,Execute Scirpt - Was,N/A,7242468-9439619,Execute Script,Yes,No,,,,,,Now,,,"Tue,Wed,Fri",23:00,,Always,,,,,,,,,C:\Scripts\Scripts\scheduler-vwas.cmd,,,,,,
CPrivilegeTheftPolicy,Credential Theft from SolarWinds Orion,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
CPrivilegeTheftPolicy,Duo Integration Secrets Dump,N/A,,PolicyActionDisplayName_VFPA_ENDPOINT_PROTECTION,No,Yes,,,,,,Manually,,,,,,Always,,,,,,,,,,,,,,,
Advanced Policy,8314525,N/A,8314525,Execute Script,Yes,No,PGARAPPAPP01,,,,,Now,,,,,,Always,,,,,,,,,C:\Scripts\Scripts\Menu.ps1,On computer startup,,,,,
Advanced Policy,Scirpt for USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri_wait_approve,N/A,8547903,Execute Script,No,No,,,,,,Manually,,,"Mon,Tue,Wed,Thu,Fri",08:00,,Always,,,,,,,,,C:\Scripts\scheduler-wait-approve.cmd,,,,,,
Advanced Policy,9081017 #1,N/A,9007665-9081017,Execute Script,Yes,No,TEKSEP1,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",06:00,,Always,,,,,,,,,C:\Scripts\Signature_Checker_V2.ps1,,,,,,
Advanced Policy,9081017 #2,N/A,9081017,Execute Script,Yes,No,TEKSEP3,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",06:02,,Always,,,,,,,,,C:\Scripts\Signature_Checker_V2.ps1,,,,,,
Advanced Policy,9081017 #3,N/A,9081017,Execute Script,Yes,No,TEKSEP5,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",06:04,,Always,,,,,,,,,C:\Scripts\Signature_Checker_V2.ps1,,,,,,
Advanced Policy,9081017 #4,N/A,9081017,Execute Script,Yes,No,PGARAPPSEP06,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",06:06,,Always,,,,,,,,,C:\Scripts\Signature_Checker_V2.ps1,,,,,,
Advanced Policy,9081017 #5,N/A,9081017,Execute Script,Yes,No,PGARAPPSEP08,,,,,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",06:08,,Always,,,,,,,,,C:\Scripts\Signature_Checker_V2.ps1,,,,,,
Advanced Policy,Application Permission For Servis Kontrol Center,130 (Highest),10568619-11462393-11502473-,Elevate,Yes,No,"PGMKGTPWEB06,PGMKGTPWEB05,PGMKGTPWEB07,PGMKGTPWEB08,PGMKGTPWEB10,PGMKGTPWEB09,PGMKGTPWEB01,PGMKGTPWEB02,PGMKGTPWEB03,PGMKGTPWEB04",,,,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTUOServiceControlCenter,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (3),[IMPORTED] Launch with elevated privileges (3)",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Policy for servicesterlingfs,140 (Highest),68762490,Trust Source,Yes,No,"PGARAPPDOC01,PGARAPPDOC02,PGARAPPDOC03",,,,GARANTI\servicesterlingfs,Now,,,,,,Always,,,,,According to General Settings,No,"Elevate Trusted,Elevate Trusted",Yes,,,,,,,
Advanced Policy,File Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),150 (Highest),14568282 - 14584136 -,Set Security Permissions,Yes,No,"PGARAPPDWSN09,PGARAPPDWSN10,PGARAPPFTPN02",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,150 (Highest),8688200-9338938-9711891-10303701-10785373--11089306-11450179-11966855-11993657-13114768- 13829099 - 14283108 - 14473292 - 14716882 -,Set Security Permissions,Yes,No,"PGARFTPSTAN05,PGARFTPSTAN06,PGARAPPFTPN01,PGARAPPDWSN09,PGARAPPDWSN10,PGARAPPFTPN05,PGARAPPFTPN06,PTEKGISAPP03,PTEKGISAPP02,PGARAPPDWSN13,PGARAPPDWSN14,PGARWEBOPT02,PGARAPPOPTN01,PGARWEBOPT01,PGARAPPOPTN02,PGARAPPFTP10,PGARAPPFTP09,OGARAPPDWSN01,OGARAPPDWSN02,PGARAPPIUS03,PGARAPPIUS01,TEKWS05,TEKWS06,TEKWS09,PGARAPPIUS02,PGARAPPFTPN04,PGARAPPFTPN03,PGARAPPFTPN02",,,,"GARANTI\USR_SRV_GAR_GTKGKriptografiCozumleri,Group ""USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet"",Group ""USR_SRV_GAR_GTSRSServiceControlCenter"",Group ""USR_SRV_GAR_GTUOServiceControlCenter""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Uygulama Servisleri Rezilyans Yönetimi,150 (Highest),9126584-9473336-10351209-10390304 - 14082602 - 14115500,Set Security Permissions,Yes,No,"PGEMCVPVXS03,PGEMCVPVXS04",,,,"GTEKNOLOJI\BugracanA1,User ""Osman Kozen1"",Group ""USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Güvenlik Operasyonları (1),150 (Highest),9406351-9489437,Set Security Permissions,Yes,No,"PGARAPPBSE01,PGARAPPBSE02,PGARAPPBSE03,PGARAPPBSE05,PGARAPPBSE04,PGARAPPBSE10,PGARAPPBSE08,PGARAPPBSE06,PGARAPPBSE07,PGARAPPBSE09",,,,"GARANTI\DenizCol1,Group ""USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Application Permission for  Policy for Network Teknolojileri (6),230 (High),10358710,Elevate,Yes,No,"PGARAPPEMS07,PGARAPPEMS10",,,,,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy For  Bulut Veri Platform Teknolojileri,230 (High),10154890,Elevate,Yes,No,PGARAPPPRX01,,,,"User ""Ceyhan Sahin1"",User ""srv_pdprod"",User ""srv_pdtest""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Güvenlik Operasyonları (11),230 (High),9438366-9693225-9708863-9438366-11979736,Elevate,Yes,No,"PGARAPPIDA04,PGARAPPIDA05",,,,USR_SRV_GAR_GTKGGuvenlikPlatformlari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Yazılım Teknolojileri Yönetimi (2),230 (High),9533512,Elevate,Yes,No,PGARAPPCON04,,,,USR_SRV_GAR_GTMTPKaliteVeTestPlatformlariYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission Policy for Uygulama Servisleri Rezilyans Yönetimi - 2,230 (High),8688200-9338938-9711891-10303701--10785373-11089306-11450179-11966855- 11993631 - 13114768- 13829099 - 14283108 - 14473292 - 14716882 -,Elevate,Yes,No,"PGARFTPSTAN05,PGARFTPSTAN06,PGARAPPFTPN01,PGARAPPDWSN09,PGARAPPDWSN10,PGARAPPFTPN05,PGARAPPFTPN06,PTEKGISAPP03,PTEKGISAPP02,PGARAPPDWSN13,PGARAPPDWSN14,PGARWEBOPT02,PGARAPPOPTN01,PGARWEBOPT01,PGARAPPOPTN02,PGARAPPFTP10,PGARAPPFTP09,OGARAPPDWSN01,OGARAPPDWSN02,PGARAPPIUS03,PGARAPPIUS01,TEKWS05,TEKWS06,TEKWS09,PGARAPPIUS02,PGARAPPFTPN04,PGARAPPFTPN03,PGARAPPFTPN02",,,,"GARANTI\USR_SRV_GAR_GTKGKriptografiCozumleri,GARANTI\USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Group ""USR_SRV_GAR_GTSRSServiceControlCenter"",Group ""USR_SRV_GAR_GTUOServiceControlCenter""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy For GAR_GTUOKurumsalIzlemeSistemleriYonetimi,230 (High),6953357,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama"",User ""Service PerfUser""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,[IMPORTED] Important Allow Share Policy Script,230 (High),,Elevate,No,No,,,,,.\uygsun,Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi",,,,,Script,,Administrator,HIGH
Advanced Policy,Shared Management Policy,230 (High),"78446521 
79446937",Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTAIBulutMiddlewareTeknolojileri"",Group ""USR_SRV_GAR_GTAIDijitalIsYeriMobiliteTeknolojileri"",Group ""USR_SRV_GAR_GTAIIletisimTeknolojileri"",Group ""USR_SRV_GAR_GTAIIsbirligiTeknolojileri"",Group ""USR_SRV_GAR_GTAIUygulamaTeknolojileri"",Group ""USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri"",Group ""USR_SRV_GAR_GTKGVakaYonetimi"",Group ""USR_SRV_GAR_GTVPYTOAcikSistemlerVeritabani"",GTEKNOLOJI\USR_SRV_GTEK_GTVPYTOAcikSistemlerVeritabani,gteknoloji\USR_SRV_GTEK_GTAIBulutMiddlewareTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIDijitalIsYeriMobiliteTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIIletisimTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIIsbirligiTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIUygulamaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Elevate Notification (1),[IMPORTED] Elevate Notification (1)",,,,,Script,,Administrator,HIGH
Advanced Policy,Set Security Permission Policy For GTAIMetadataTeknolojileri,250 (High),,Set Security Permissions,Yes,No,PGARAPPPRX01,,,,"GARANTI\ceyhansa1,GARANTI\srv_pdprod,User ""srv_pdtest""",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
