Policy Name,Application Type,Location,File Name,NameName,Original File Name,File Name Compare As,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
New_CALL CENTER POLICY,MSI/MSP Installation,,mysql-connector-odbc-3.51.30-winx64.msi,ODBC Driver Programı,,Exactly,,,,,Specific Publishers,"Oracle America, Inc.",Exactly,,,,,,,,,,,MySQL Connector/ODBC 3.51,Exactly,Oracle Corporation,Exactly,3.51.30,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,ODBC Driver Programı
New_CALL CENTER POLICY,Script,C:\DAGENT-3.2.0.25\AYARLAR,Dagent_Win7_64BIT.REG,Dagent reg,,Wildcards,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Dagent reg
New_CALL CENTER POLICY,Script,*,*.bat,ivr test bat,ivr1.bat,Wildcards,F7DDE1B2304A5B8106FAF17C86859F9654D0DE6B,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,ivr test bat
New_CALL CENTER POLICY,Script,*,*.bat,ivr2 test bat,ivr2.bat,Wildcards,D89FA19BD09B718B61DCBCB25BBD341D7181B17F,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,ivr2 test bat
New_CALL CENTER POLICY,Executable,,DAgentN.exe,DAgent yeni ersion,,Exactly,,,,,Ignore Signature,,,,,,,Defne Telekomunikasyon A.S.,Exactly,3.3.1.156,,,3.3.1.156,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,DAgent yeni ersion
New_BAYI UYGULAMA POLICY,Executable,,Att.exe,SARPKAN PERSONEL GIRIS CIKIS PROGRAMI,Att.exe,Exactly,832CE95049387836251112AF57AEDB103AC240C6,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,SARPKAN PERSONEL GIRIS CIKIS PROGRAMI
New_BAYI UYGULAMA POLICY,Executable,,,Itunes update,,,,,,,Specific Publishers,Apple Inc.,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Itunes update
New_BAYI UYGULAMA POLICY,Executable,,,ITUNES,,,,,,,Specific Publishers,Apple Inc.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,ITUNES
New_BAYI UYGULAMA POLICY,Executable,,DAgentN.exe,Executable by checksum based on file 'DAgentN.exe',DAgentN.exe,Exactly,560965A7580A3E27FF08A7DE92AA0CA00A6FA597,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Executable by checksum based on file 'DAgentN.exe'
New_BAYI UYGULAMA POLICY,Executable,,DAgentN.exe,DAgentN.exe,,Exactly,,,,,Ignore Signature,,,,,,,Defne Telekomunikasyon A.S.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_BAYI UYGULAMA POLICY,Script,,*.bat,Forcepoint certificate,forcepoint.bat,Wildcards,0406D5CDC3A8A5ED6DFA3126C5F15CC00DB805A5,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Forcepoint certificate
New_BAYI UYGULAMA POLICY,Executable,,POS.exe,BAYI POS PROGRAMI,,Exactly,,,,,Ignore Signature,,,POS,Exactly,POS,Exactly,POS,Exactly,1.0.0.0,,,1.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,BAYI POS PROGRAMI
New_ARSIV,Executable,,kktcell.exe,kktcell.exe,,Exactly,,,,,Ignore Signature,,,Aksis.KKTCELL.Window,Exactly,Aksis.KKTCELL.Window,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_win.exe,flashplayer32_0r0_371_win.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_win_sa.exe,flashplayer32_0r0_371_win_sa.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Shockwave Flash,Exactly,Adobe Flash Player 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_winax.exe,flashplayer32_0r0_371_winax.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_winpep.exe,flashplayer32_0r0_371_winpep.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,uninstall_flashplayer32_0r0_371_win.exe,uninstall_flashplayer32_0r0_371_win.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,MSI/MSP Installation,,flashplayer32_0r0_371_win.msi,flashplayer32_0r0_371_win.msi,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,,,,,,,,,,,Adobe Flash Player 32 NPAPI,Exactly,Adobe,Exactly,32.0.0.371,,"""{EBA73EE6-658C-4B6F-9AB1-1FE6E5A975EA}"" ( exact / case sensitive: True )","""{D85A1A59-DC52-4D13-9445-EF3F379D4DB5}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_FLASPLAYER YETKISI,MSI/MSP Installation,,flashplayer32_0r0_371_winax.msi,flashplayer32_0r0_371_winax.msi,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,,,,,,,,,,,Adobe Flash Player 32 ActiveX,Exactly,Adobe,Exactly,32.0.0.371,,"""{539DA102-9BE0-4FA7-B740-066CB966C6F9}"" ( exact / case sensitive: True )","""{42463807-970B-4257-BC95-5C348D61DF1C}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_FLASPLAYER YETKISI,MSI/MSP Installation,,flashplayer32_0r0_371_winpep.msi,flashplayer32_0r0_371_winpep.msi,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,,,,,,,,,,,Adobe Flash Player 32 PPAPI,Exactly,Adobe,Exactly,32.0.0.371,,"""{194B7081-9393-4063-8BAD-6B2927DA68F2}"" ( exact / case sensitive: True )","""{8754A112-FF0B-4773-B4FE-8FEC9737910E}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_win_debug.exe,flashplayer32_0r0_371_win_debug.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_win_sa_debug.exe,flashplayer32_0r0_371_win_sa_debug.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Shockwave Flash,Exactly,Adobe Flash Player 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_winax_debug.exe,flashplayer32_0r0_371_winax_debug.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,flashplayer32_0r0_371_winpep_debug.exe,flashplayer32_0r0_371_winpep_debug.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 32.0 r0,Exactly,Adobe,Exactly,32.0.0.371,,,32.0.0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_FLASPLAYER YETKISI,Executable,,uninstall_flash_player.exe,uninstall_flash_player.exe,,Exactly,,,,,Specific Publishers,Adobe Inc.,Exactly,Adobe® Flash® Player Installer/Uninstaller,Exactly,Adobe® Flash® Player Installer/Uninstaller 34.0 r0,Exactly,Adobe,Exactly,34.0.0.92,,,34.0.0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_DUDE MONITORING PROGRAMI,Executable,,*.exe,dude-install-3.6.exe,dude-install-3.6.exe,Wildcards,930D5FFCAE4DFC31D2DD5558BD0E138470F37B5B,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_XEROX PRINTER,Executable,,ntprint.exe,ntprint.exe,,Exactly,,,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,Printer driver software installation,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_GECICI POLICY,COM Object,c:\windows\system32\,shpafact.dll,shpafact.dll,,Exactly,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows File Sharing (shpafact.dll),{72a7994a-3092-4054-b6be-08ff81aeeffc},,No,No,,,,,No,
New_GECICI POLICY,Executable,c:\users\akorcan\downloads\,filezilla_server_1.8.2_win64-setup.exe,filezilla_server_1.8.2_win64-setup.exe,,Exactly,,,,,Specific Publishers,Tim Kosse,Exactly,FileZilla Server,Exactly,FileZilla Server,Exactly,Tim Kosse <tim.kosse@filezilla-project.org>,Exactly,1.8.2.0,1.8.2.0,1.8.2.0,1.8.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_SCRIPT Policy,Script,,*.reg,Any '.reg' script by checksum based on file 'secure_smb.reg',secure_smb.reg,Wildcards,C8FB173ED4998666C9895BFD4A6EEFEC435C1B80,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Any '.reg' script by checksum based on file 'secure_smb.reg'
New_SCRIPT Policy,Script,,*.reg,Any '.reg' script by checksum based on file 'dot3svc_start.reg',dot3svc_start.reg,Wildcards,587BC368BBF12BA7790429F482C6A17C5BB32830,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Any '.reg' script by checksum based on file 'dot3svc_start.reg'
New_SCRIPT Policy,Script,,*.BAT,KKTCELL.BAT dosyası,KKTCELL.BAT,Wildcards,DBD25D2D0119BDFC62767B127D2C03C1D782FDBD,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,KKTCELL.BAT dosyası
New_SCRIPT Policy,Script,*,*.reg,Windows 10 No Internet Sorunu,nointernet_windows10.reg,Wildcards,F42EF3E096E35A5CC6DE24CFF1E7E734EA8F6707,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Windows 10 No Internet Sorunu
New_SCRIPT Policy,Script,,*.reg,FingerPrint On,fingerprint on.reg,Wildcards,56B09E831BA08826F2A393DC1208627B4FF18A08,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,FingerPrint On
New_SCRIPT Policy,Script,,*.bat,forcepoint,forcepoint.bat,Wildcards,0406D5CDC3A8A5ED6DFA3126C5F15CC00DB805A5,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,forcepoint
New_SCRIPT Policy,Script,,*.vbs,TITUS,AgentDeployment.vbs,Wildcards,6CC978D3B941DFA1F4B3EC6DCD18571F30DD709A,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,TITUS
New_SCRIPT Policy,Script,,*.reg,BFTP,bpftpserver.reg,Wildcards,B5DA6DE28BF1DCD33AB923192F57F34D74CC8113,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,BFTP
New_SCRIPT Policy,Script,*,*.bat,IPCONFIG /flushdns,ipconfig_flushdns.bat,Wildcards,E572E8122FCECC0AB09A314C22682A8B9555927C,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,IPCONFIG /flushdns
New_SCRIPT Policy,Script,*,*.bat,IMZA LDL,ESKI IMZA TEMIZLEME_v2_LDL.bat,Wildcards,A4BA3DAED71448914EB65369F96D02E8E8BC3E5B,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,IMZA LDL
New_SCRIPT Policy,Script,,*.bat,IMZA DUZELTME kktcell,ESKI IMZA TEMIZLEME_v2.bat,Wildcards,E1A3DE1AE2CC1F4C7B8F6164735E4785A61304D8,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,IMZA DUZELTME kktcell
New_SCRIPT Policy,Script,,*.bat,Forcepoint certificate,forcepoint.bat,Wildcards,0406D5CDC3A8A5ED6DFA3126C5F15CC00DB805A5,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Forcepoint certificate
New_SCRIPT Policy,Script,*,*.reg,Office update lisans sorunu,office lisanslama sorunu.reg,Wildcards,8043E0A330D87B12F57D748EBAD5D68A0754C28A,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Office update lisans sorunu
New_SCRIPT Policy,Script,*,*.bat,DEPO\OFFICE LISANSLAMA,Office Lisanslama.bat,Wildcards,BD86D60AEF78FB5EC568AC242BC0B12FC9B08D73,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,DEPO\OFFICE LISANSLAMA
New_SCRIPT Policy,Script,*,*.bat,DEPO\Tarih saat duzeltme,Tarih-saat duzeltme.bat,Wildcards,F68418D9E0982D0985C6B4CF4BFBCE20E7F1F32A,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,DEPO\Tarih saat duzeltme
New_SCRIPT Policy,Script,*,*.ps1,Quick Assist kurulumu,quick.ps1,Wildcards,DBE1B81F60609756C2B47D3707A29805EA922BF0,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Quick Assist kurulumu
New_SCRIPT Policy,Script,*,*.bat,KKTCELL DAMEWARE SETUP ICIN,KKTCELLCYM.bat,Wildcards,B378DF61B9C3DB5E4FE33BC5F49B41D8465C1BEC,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,KKTCELL DAMEWARE SETUP ICIN
New_SCRIPT Policy,Script,*,*.reg,Windows 11 Web Search,Win11 Web Search Disable.reg,Wildcards,7CBD74FD8DA28B12F16CEF27F0230D53EE4415D6,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Windows 11 Web Search
New_SCCM Policy,Executable,C:\Windows\ccmcache,,C:\Windows\ccmcache,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_SCCM Policy,MSI/MSP Installation,C:\Windows\ccmcache,,C:\Windows\ccmcache,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_SCCM Policy,Script,C:\Windows\ccmcache,,C:\Windows\ccmcache,,,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Admin Tasks,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet Information Services (IIS) Management,,,,,,,,,,,,,,,,,,,,,,No,
New_ICT UYGULAMA Policy,Admin Tasks,,,System Properties (systempropertiesadvanced.exe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Properties (systempropertiesadvanced.exe),,,,,,,,,,,,,,,,,,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,c1studioaspnet_2011v3.msi,c1studioaspnet_2011v3.msi,,Exactly,,,,,Specific Publishers,ComponentOne,Exactly,,,,,,,,,,,ComponentOne Studio for ASP.NET,Exactly,"ComponentOne, LLC",Exactly,20113.1.2,20113.1.2,"""{fd4df554-45d9-4609-aaaa-02ddfef7d6ba}"" ( exact / case sensitive: True )","""{8b5e6b9b-4560-4de8-acd0-5bc0a53fa7e0}"" ( exact / case sensitive: True )",,,,,,,,,,,,,,,,,,,No,No,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,Python Software Foundation,,,,,,,Specific Publishers,Python Software Foundation,Prefix,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,Remote Desktop programi,,,,,,,Specific Publishers,Microsoft Corporation,Exactly,,,,,,,,,,,Remote Desktop Connection Manager,Exactly,Microsoft Corporation,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Remote Desktop programi
New_ICT UYGULAMA Policy,Executable,,,Keep Pass,,,,,,,Specific Publishers,"Open Source Developer, Dominik Reichl",Exactly,KeePass Password Safe,Exactly,KeePass Password Safe 2.43 Setup,Exactly,Dominik Reichl,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Keep Pass
New_ICT UYGULAMA Policy,Executable,,ReportViewer.exe,ReportViewer Microsoft urunudur.,ReportViewer.exe,Exactly,B5389A4D74782B39857EDAFB7A873FA297CAA246,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,ReportViewer Microsoft urunudur.
New_ICT UYGULAMA Policy,Executable,,ODTforVS2017_122011.exe,Oracle visual studio entegrasyon,,Exactly,,,,,Specific Publishers,"Oracle America, Inc.",Exactly,Oracle Developer Tools for Visual Studio 2017,Exactly,Setup Launcher Unicode,Exactly,Oracle Corporation,Exactly,12.2.1200.0,,,12.2.1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Oracle visual studio entegrasyon
New_ICT UYGULAMA Policy,Executable,,,WinMerge,,,,,,,Ignore Signature,,,WinMerge,Exactly,WinMerge Installer,Exactly,https://winmerge.org,Exactly,2.16.6.0,2.16.6.0,2.16.6.0,2.16.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,MSI/MSP Installation,,plsqldev1400x32.msi,PLSQL UPDATE IZINI,,Exactly,,,,,Specific Publishers,Allround Automations V.O.F.,Exactly,,,,,,,,,,,PLSQL Developer 14 (32 bit),Exactly,Allround Automations,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,PLSQL UPDATE IZINI
New_ICT UYGULAMA Policy,Executable,,lmt_client.exe,lmt_client.exe,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Executable,,Setup.RemoteDesktopManagerFree.2020.1.10.0.exe,Remote Desktop Manager Free,Setup.RemoteDesktopManagerFree.2020.1.10.0.exe,Exactly,F9F6806BAFD70540BA51BFC7EAA9702A741E8509,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Remote Desktop Manager Free
New_ICT UYGULAMA Policy,Executable,,MySQLWorkbench.exe,MySQLWorkbench.exe,,Exactly,,,,,Ignore Signature,,,MySQL Workbench,Exactly,MySQL Workbench,Exactly,Oracle Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_ICT UYGULAMA Policy,Executable,,,XAMPP,,,,,,,Specific Publishers,"VMware, Inc.",Exactly,XAMPP,Exactly,,,Bitnami,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_ICT UYGULAMA Policy,Executable,,studio64.exe,Android Studio,,Exactly,,,,,Specific Publishers,Google LLC,Exactly,Android Studio,Exactly,Android Studio,Exactly,JetBrains s.r.o.,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Android Studio
New_ICT UYGULAMA Policy,MSI/MSP Installation,,tfpt.msi,MSI by checksum based on file 'tfpt.msi',tfpt.msi,Exactly,44F75392ADD716AF017FB56CF0FFD8AB31EFA483,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'tfpt.msi'
New_ICT UYGULAMA Policy,MSI/MSP Installation,,,MYSQL COMMUNITY,,,,,,,Specific Publishers,"Oracle America, Inc.",Exactly,,,,,,,,,,,MySQL Installer - Community,Exactly,Oracle Corporation,Exactly,1.4.34.0,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,MYSQL COMMUNITY
New_ICT UYGULAMA Policy,Executable,,tfs_shellExtension.exe,TFS SHELL EXTENSION,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,TFS SHELL EXTENSION
New_ICT UYGULAMA Policy,Executable,C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\IDE\devenv.exe,devenv.exe,Microsoft Visual Studio 2017,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Microsoft Visual Studio 2017
New_ICT UYGULAMA Policy,Executable,,setup.exe,Oracle Client 32bit,,Exactly,,,,,Specific Publishers,"Oracle USA, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Oracle Client 32bit
New_ICT UYGULAMA Policy,Executable,,vs_community__187113180.1606229288.exe,VS Community 2019,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft Visual Studio Community,Exactly,Visual Studio Installer,Exactly,Microsoft Corporation,Exactly,16.8.30804.86,,,16.8.30804.86,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,VS Community 2019
New_ICT UYGULAMA Policy,Executable,,pbidesktopsetup_x64.exe,Power BI (veri gorsellestirme programi Ali Elgin),,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft PowerBI Desktop (x64),Exactly,Microsoft PowerBI Desktop (x64),Exactly,Microsoft Corporation,Exactly,2.88.621.0,2.88.621.0,2.88.621.0,2.88.621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Power BI (veri gorsellestirme programi Ali Elgin)
New_ICT UYGULAMA Policy,Executable,,,Python Software Foundation,,,,,,,Specific Publishers,Python Software Foundation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Python Software Foundation
New_ICT UYGULAMA Policy,Executable,c:\windows\system32\,odbcad32.exe,ODBC Administrator Yetkisi-1,,Exactly,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,ODBC Administrator,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,ODBC Administrator Yetkisi-1
New_ICT UYGULAMA Policy,Executable,c:\windows\syswow64\,odbcad32.exe,ODBC Administrator Yetkisi-2,,Exactly,,NT SERVICE\TrustedInstaller,,,Specific Publishers,Microsoft Windows,Exactly,Microsoft® Windows® Operating System,Exactly,ODBC Administrator,Exactly,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,ODBC Administrator Yetkisi-2
New_ICT UYGULAMA Policy,MSI/MSP Installation,,plsqldev1405x64.msi,MSI by checksum based on file 'plsqldev1405x64.msi',plsqldev1405x64.msi,Exactly,2DC9881840A0A45FEED864A8B9FD4E468687BF6D,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'plsqldev1405x64.msi'
