Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Application Policy For HazineVeYatirimBankaciligiRezilyansYonetimi,230 (High),82036281-8758091-9282682,Elevate,Yes,No,YatirimRezilyansYetkilendirme,,,,"Group ""USR_SRV_GAR_GTKCFSSermayePiyasalari"",Group ""USR_SRV_GAR_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi"",User ""Aycanur Ekinci1"",Group ""USR_SRV_GTEK_GTOSHYBSermayePiyasalari"",Group ""USR_SRV_GTEK_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi""",Now,,,,,,Always,,,,,According to General Settings,,"Elevate Notification,Elevate Notification",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Shared Management Policy_File Permission,250 (High),78446521,Set Security Permissions,Yes,Yes,,,,,"GARANTI\USR_SRV_GAR_GTAIBulutMiddlewareTeknolojileri,GARANTI\USR_SRV_GAR_GTAIDijitalIsYeriMobiliteTeknolojileri,GARANTI\USR_SRV_GAR_GTAIIletisimTeknolojileri,GARANTI\USR_SRV_GAR_GTAIIsbirligiTeknolojileri,GARANTI\USR_SRV_GAR_GTAIUygulamaTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIBulutMiddlewareTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIDijitalIsYeriMobiliteTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIIletisimTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIIsbirligiTeknolojileri,gteknoloji\USR_SRV_GTEK_GTAIUygulamaTeknolojileri",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Services Permission Policy for GTOSHYBSermayePiyasalari,250 (High),6555711-8850654,Set Security Permissions,No,No,,,,,USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,IMPORTANT Allow File Sharing Policy,250 (High),12639395,Set Security Permissions,Yes,Yes,,,,,"GTEKNOLOJI\HYSWUsrProd,Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,[IMPORTED] IMPORTANT Allow File Sharing Policy,250 (High),12639395,Set Security Permissions,Yes,Yes,,,,,".\uygsun,Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi"",GTEKNOLOJI\HYSWUsrProd,Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Yatirim Bankaciligi (3),250 (High),8726175-8737567-8940244,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GTEK_GTKCFSSermayePiyasalari"",GTEKNOLOJI\aycanure1",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari_,250 (High),9454170,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTKCFSSermayePiyasalari"",GTEKNOLOJI\AycanurE1",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,TEST Policy,420 (Normal),TEST,Run Normally,Yes,No,TFINAPPFAT01,,,,,Now,,,,,,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for GT Aİ-Bulut Altyapı ve Veri Saklama Teknolojileri,430 (Normal),8678597-12102905-12753982,Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTAIBulutVeriSaklamaTeknolojileri,Group ""USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri"",GARANTI\USR_SRV_GAR_GTAIIsSurekliligiTeknolojileri,GBEXTERNAL\USR_SRV_GBEXT_GTAIBulutVeriSaklamaTeknolojileri,GOHAS\USR_SRV_GOH_GTAIBulutVeriSaklamaTeknolojileri,GTDMZ\USR_SRV_GTDMZ_GTAIIsSurekliligiTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutVeriSaklamaTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIIsSurekliligiTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTAIBulutVeriSaklamaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTAIIsSurekliligiTeknolojileri,IPCC\USR_SRV_IPCC_GTAIBulutVeriSaklamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIBulutVeriSaklamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIIsSurekliligiTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (4),[IMPORTED] Launch with elevated privileges (4)",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği,430 (Normal),12439309 -,Elevate,Yes,No,DRBUWEBBLK01,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri,430 (Normal),12648259,Elevate,Yes,No,TFSDMZWEB02,,,,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Yatırım Bankacılığı,430 (Normal),12888269-,Elevate,Yes,No,TGMKWEBCRM01,,,,GTEKNOLOJI\USR_SRV_GTEK_GTKCFSSermayePiyasalari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,LOW
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (1),430 (Normal),13009143 -,Elevate,No,No,,,,,USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Development,430 (Normal),12639508-12869763-12871044,Elevate,Yes,No,TFINAPPFAT01,,,,GTeknoloji\hyswusrprod,Now,,,,,,Always,,,,,According to General Settings,,,,,,,Executable,,Administrator,LOW
Advanced Policy,Application Policy for File Permission for Dijital Kanallar ve Crm,430 (Normal),11790122-14463531-,Elevate,Yes,No,"TGEMCVPVXS01,TGMKCVPVXS01,QGMKCVPVXS01,DGMKCVPVXS01,DGEMCVPVXS02",,,,"GTEKNOLOJI\USR_SRV_GTEK_GTKCFSIletisimMerkeziVeDokumanYonetimi,GTEKNOLOJI\serhatozsa1",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (2),430 (Normal),11834002-,Elevate,Yes,No,TGEMAPPSAW01,,,,GTEKNOLOJI\USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Applcaiton Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),11881972-,Elevate,Yes,No,"QGEMWEBSTE03,QGEMWEBSAW01,QGEMWEBSAW02",,,,GTEKNOLOJI\USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for GT SRS-Uygulama Servisleri Rezilyans Yönetimi,430 (Normal),11961125-,Elevate,Yes,Yes,,,,,GTEKDMZ\USR_SRV_GTEKDMZ_GTSRSYatirimBankaciligiRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Siber Savunma Merkezi (1),430 (Normal),13985275-13987362-14175212-,Elevate,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTKGSiberGuvenlikSavunmaTeknolojileri"",GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikSavunmaTeknolojileri,GTEKNOLOJI\USR_SRV_GTEK_GTKGSiberGuvenlikSavunmaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (5),[IMPORTED] Launch with elevated privileges (5)",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Siber Savunma Merkezi,430 (Normal),13934627 -,Elevate,Yes,Yes,,,,,"User ""BladeLogicRSCDDC"",User ""Ozay Ozkaya1""",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (1),430 (Normal),14149063 -,Elevate,Yes,No,TTEKDMZWEB01,,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Bulut Middleware ve Platform Teknolojileri (2),430 (Normal),14179127 -,Elevate,Yes,No,TFINAPPBRS01,,,,Gteknoloji\srv_brsauser,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission for Bulut Altyapı ve Veri Saklama Teknolojileri,430 (Normal),14199960 -,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTAIIsSurekliligiTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Permission for BT Kontrol ve Sürekli İzleme,430 (Normal),14283108 -,Elevate,Yes,Yes,,,,,"GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTSRSServiceControlCenter,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTUOServiceControlCenter,GTEKNOLOJI\USR_SRV_GTEK_GTSRSServiceControlCenter,GTEKNOLOJI\USR_SRV_GTEK_GTUOServiceControlCenter",Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Dijital Kanallar ve Crm,430 (Normal),14463531 -,Elevate,Yes,No,DGEMCVPVXS02,,,,GTEKNOLOJI\USR_SRV_GTEK_GTKCFSIletisimMerkeziVeDokumanYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Script,,Administrator,HIGH
Advanced Policy,Application Permission for Kurumsal Altyapılar Güvenliği (3),430 (Normal),14584548 -,Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTKGSiberGuvenlikLogYonetimi,EMEKLILIK\USR_SRV_GEM_GTKGSiberGuvenlikLogYonetimi,Group ""USR_SRV_GAR_GTKGGuvenlikVeRegulasyonLogYonetimi_Outsource"",Group ""USR_SRV_GAR_GTKGSiberGuvenlikLogYonetimi"",GBEXTERNAL\USR_SRV_GBEXT_GTKGSiberGuvenlikLogYonetimi,GOHAS\USR_SRV_GOH_GTKGSiberGuvenlikLogYonetimi,GTDMZ\USR_SRV_GTDMZ_GTKGSiberGuvenlikLogYonetimi,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTKGSiberGuvenlikLogYonetimi,GTEKNOLOJI\USR_SRV_GTEK_GTKGSiberGuvenlikLogYonetimi,IPCC\USR_SRV_IPCC_GTKGSiberGuvenlikLogYonetimi,OID\USR_SRV_OID_GTKGSiberGuvenlikLogYonetimi,PORTFOY\USR_SRV_GPY_GTKGSiberGuvenlikLogYonetimi,SALTONLINE\USR_SRV_SALT_GTKGSiberGuvenlikLogYonetimi,TAKASNET\USR_SRV_TKS_GTKGSiberGuvenlikLogYonetimi,TEKNOLOJI\USR_SRV_TEK_GTKGSiberGuvenlikLogYonetimi,YATIRIM\USR_SRV_GMK_GTKGSiberGuvenlikLogYonetimi",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (6),[IMPORTED] Launch with elevated privileges (6)",,,,,MSI,,Administrator,HIGH
Advanced Policy,Application Permission for Bulut Veri Platform Teknolojileri,430 (Normal),14634587 -,Elevate,Yes,No,TGMKSQLGTPN02,,,,srv_PGARSQLFRS02,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Yatırım Bankacılığı,430 (Normal),9576983-9661233,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTKCFSSermayePiyasalari"",Group ""USR_SRV_GTEK_GTOSHYBSermayePiyasalari""",Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Policy For Yatırım Bankacılığı,430 (Normal),10158057,Elevate,No,No,,,,,USR_SRV_GAR_GTKCFSSermayePiyasalari,Manually,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Policy for Bulut Middleware ve Platform Teknolojileri,430 (Normal),10336175,Elevate,Yes,No,"TGOHAPPDMZ01,TGOHWEBDMZ01",,,,GOHAS\USR_SRV_GOH_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Yatırım Bankacılığı (1),430 (Normal),9955555,Elevate,Yes,No,TTEKEXTKON01,,,,"GTDMZ\TayfunIn1,GTDMZ\USR_SRV_GTEK_GTKCFSSermayePiyasalari",Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges (3),[IMPORTED] Launch with elevated privileges (3)",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application for GT SRS-Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),9154554,Elevate,Yes,No,"TGEMCVPVXS01,DGEMCVPVXS01",,,,USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2,430 (Normal),11241624-11324787-11347094-,Elevate,Yes,No,TFINWEBKON03,,,,GTEKNOLOJI\USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permission for Uygulama Servisleri Rezilyans Yönetimi - 2 (1),430 (Normal),11394691,Elevate,Yes,No,TGEMWEBSTE02,,,,GTEKNOLOJI\USR_SRV_GTEK_GTSRSFinansalSirketlerRezilyansYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,Application Permiison Policy for Yatırım Bankacılığı,430 (Normal),8724581,Elevate,Yes,No,QGMKWEBXFR01,,,,USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy For GTEK_GTOSHYBSermayePiyasalari,430 (Normal),8800794,Elevate,Yes,No,TGMKWEBXFR01,,,,USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for Sermaye Piyasaları,430 (Normal),8142020,Elevate,Yes,No,QGMKWEBXFR03,,,,USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,Application Permission Policy for USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,430 (Normal),8593071,Elevate,Yes,Yes,,,,,USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,Now,,,,,,Always,,,,,According to General Settings,,"Launch with elevated privileges,Launch with elevated privileges",,,,,MSI,,Administrator,LOW
Advanced Policy,Application Policy for GTTumlesikIletisimHizmetleri,430 (Normal),67162798,Elevate,No,No,,,,,"Group ""USR_SRV_GAR_GTNSYTumlesikIletisimHizmetleri"",Group ""USR_SRV_GTEK_GTNSYTumlesikIletisimHizmetleri""",Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch wi",,,,,Script,,Administrator,HIGH
Advanced Policy,[IMPORTED] Application Policy for GTKriptografiveMainframeGuvenlik,430 (Normal),,Elevate,No,No,,,,,"GTEKNOLOJI\USR_SRV_GTEK_GTBTGRYKriptografiveMainframeGuvenlik,IPCC\USR_SRV_IPCC_GTBTGRYBTKriptografiveMainframeGuvenlik",Manually,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] Launch with elevated privileges,[IMPORTED] Launch with elevated privileges",,,,,Executable,,Administrator,HIGH
Advanced Policy,Application Policy for GTVPYTOIntelUygulamaYonetimi (1),430 (Normal),77882318 - SCC Yetkilendirmeleri-12639395,Elevate,Yes,Yes,,,,,"DIJITALVARLIK\USR_SRV_DAS_GTAIBulutUygulamaTeknolojileri,EMEKLILIK\USR_SRV_GEM_GTAIBulutUygulamaTeknolojileri,Group ""USR_SRV_GAR_GTUOServiceControlCenter"",Group ""USR_SRV_GAR_GTVPYTOIntelUygulamaYonetimi"",GOHAS\USR_SRV_GOH_GTAIBulutUygulamaTeknolojileri,GTDMZ\USR_SRV_GTDMZ_GTAIBulutUygulamaTeknolojileri,GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTAIBulutUygulamaTeknolojileri,Group ""USR_SRV_GTEK_GTUOServiceControlCenter"",Group ""USR_SRV_GTEK_GTVPYTOIntelUygulamaYonetimi"",GTeknoloji\hyswusrprod,SALTONLINE\USR_SRV_SALT_GTAIBulutUygulamaTeknolojileri,TAKASNET\USR_SRV_TKS_GTAIBulutUygulamaTeknolojileri,TEKNOLOJI\USR_SRV_TEK_GTAIBulutUygulamaTeknolojileri",Now,,,,,,Always,,,,,According to General Settings,,,,,,,AdminTask,,Administrator,MEDIUM
Advanced Policy,[IMPORTED] [IMPORTED] Application Policy for GTCiktiHazirlama,430 (Normal),"This Application Policy elevate users, which registered at     HYS record, for the GT-Cikti Hazirlama.",Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] Launch with elevated",,,,,Executable,,Administrator,HIGH
Advanced Policy,[IMPORTED] [IMPORTED] Application Policy for GTCiktiHazirlama at 23:00 -00:00,430 (Normal),,Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",23:00,23:59,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,[IMPORTED] [IMPORTED] Application Policy for GTCiktiHazirlama at 00:00 -09:00,430 (Normal),,Elevate,Yes,Yes,,,SRV_GTEK_GTVPOCiktiHazirlama,,USR_SRV_GTEK_GTVPOCiktiHazirlama,Now,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat",00:00,09:00,Always,,,,,According to General Settings,,,,,,,Script,,Administrator,HIGH
Advanced Policy,Application Policy for GTIletisimSunucuHizmetleri,430 (Normal),,Elevate,Yes,No,TGEMAPPDOC01,,,,USR_SRV_GTEK_GTNSYIletisimSunucuHizmetleri,Now,,,,,,Always,,,,,According to General Settings,,"[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED,[IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED] [IMPORTED",,,,,Executable,,Administrator,MEDIUM
Advanced Policy,[IMPORTED] Application Policy for GTGuvenlikTehditYonetimi_All Servers,430 (Normal),"This Application Policy elevate users, which registered at 58397740 HYS record, for the Ecat Agent Installation Package and Uninstallation Package.
Elevation Policy for The CleanWipe Using
This Application Policy elevate users, which registered at 58397740 HYS record, for the SEP Installation Package.
This Application Policy elevate users, which registered at 58397740 HYS record, for the Symantec Endpoint Protection service Stop.",Elevate,Yes,Yes,,,,,"User ""EPMtestuser"",Group ""USR_SRV_GTEK_GTGRYGuvenlikTehditYonetimi""",Now,,,,,,Always,,,,,According to General Settings,,,,,,,AdminTask,,Administrator,MEDIUM
